classifier,PCA,accuracy,precision,recall,f1 score,duration,samples,tp,tn,fp,fn
SVC,80,0.765578635,0.73015873,0.671532847,0.699619772,0.002083333,1683,,,,
DecisionTreeClassifier,80,0.890207715,0.916666667,0.802919708,0.856031128,0.002083333,1683,,,,
LogisticRegression,80,0.759643917,0.668674699,0.810218978,0.732673267,0.00078125,1683,,,,
Perceptron,80,0.759643917,0.662790698,0.832116788,0.737864078,0.000520833,1683,,,,
RandomForestClassifier,80,0.863501484,0.902654867,0.744525547,0.816,0.003385417,1683,,,,
GaussianNB,80,0.765578635,0.754385965,0.627737226,0.685258964,0.002864583,1683,,,,
AdaBoostClassifier,80,0.881305638,0.900826446,0.795620438,0.84496124,0.00625,1683,,,,
MLPClassifier,80,0.887240356,0.896,0.817518248,0.854961832,0.036979167,1683,,,,
gradient_boosti,80,0.902077151,0.940677966,0.810218978,0.870588235,0.31953125,1683,,,,
GradientBoostingClassifier,80,0.881305638,0.888,0.810218978,0.847328244,0.27578125,1683,,,,
SVC,60,0.78041543,0.781512605,0.659574468,0.715384615,0.001822917,1683,,,,
DecisionTreeClassifier,60,0.866468843,0.863636364,0.808510638,0.835164835,0.002083333,1683,,,,
LogisticRegression,60,0.777448071,0.714285714,0.780141844,0.745762712,0.00078125,1683,,,,
Perceptron,60,0.78041543,0.700598802,0.829787234,0.75974026,0.00078125,1683,,,,
RandomForestClassifier,60,0.857566766,0.897435897,0.744680851,0.813953488,0.002864583,1683,,,,
GaussianNB,60,0.762611276,0.760683761,0.631205674,0.689922481,0.002864583,1683,,,,
AdaBoostClassifier,60,0.863501484,0.86259542,0.80141844,0.830882353,0.005208333,1683,,,,
MLPClassifier,60,0.854599407,0.843283582,0.80141844,0.821818182,0.0796875,1683,,,,
gradient_boosti,60,0.878338279,0.903225806,0.794326241,0.845283019,0.267447917,1683,,,,
GradientBoostingClassifier,60,0.866468843,0.852941176,0.822695035,0.837545126,0.26015625,1683,,,,
SVC,60,0.78041543,0.781512605,0.659574468,0.715384615,0.001822917,1683,,,,
DecisionTreeClassifier,60,0.860534125,0.845588235,0.815602837,0.83032491,0.001822917,1683,,,,
LogisticRegression,60,0.777448071,0.714285714,0.780141844,0.745762712,0.00078125,1683,,,,
Perceptron,60,0.78041543,0.700598802,0.829787234,0.75974026,0.00078125,1683,,,,
RandomForestClassifier,60,0.869436202,0.914529915,0.758865248,0.829457364,0.003125,1683,,,,
GaussianNB,60,0.762611276,0.760683761,0.631205674,0.689922481,0.002604167,1683,,,,
AdaBoostClassifier,60,0.863501484,0.86259542,0.80141844,0.830882353,0.0046875,1683,,,,
MLPClassifier,60,0.848664688,0.840909091,0.787234043,0.813186813,0.0328125,1683,,,,
gradient_boosti,60,0.878338279,0.903225806,0.794326241,0.845283019,0.247135417,1683,,,,
GradientBoostingClassifier,60,0.866468843,0.852941176,0.822695035,0.837545126,0.2375,1683,,,,
SVC,60,0.78041543,0.781512605,0.659574468,0.715384615,0.0015625,1683,,,,
DecisionTreeClassifier,60,0.863501484,0.868217054,0.794326241,0.82962963,0.001822917,1683,,,,
LogisticRegression,60,0.777448071,0.714285714,0.780141844,0.745762712,0.00078125,1683,,,,
Perceptron,60,0.78041543,0.700598802,0.829787234,0.75974026,0.00078125,1683,,,,
RandomForestClassifier,60,0.863501484,0.905982906,0.75177305,0.821705426,0.003125,1683,,,,
GaussianNB,60,0.762611276,0.760683761,0.631205674,0.689922481,0.002604167,1683,,,,
AdaBoostClassifier,60,0.863501484,0.86259542,0.80141844,0.830882353,0.0046875,1683,,,,
MLPClassifier,60,0.866468843,0.863636364,0.808510638,0.835164835,0.046614583,1683,,,,
gradient_boosti,60,0.878338279,0.903225806,0.794326241,0.845283019,0.232291667,1683,,,,
GradientBoostingClassifier,60,0.866468843,0.852941176,0.822695035,0.837545126,0.26328125,1683,,,,
SVC,40,0.771513353,0.78125,0.67114094,0.722021661,0.0015625,1683,,,,
DecisionTreeClassifier,40,0.857566766,0.879699248,0.785234899,0.829787234,0.001822917,1683,,,,
LogisticRegression,40,0.744807122,0.695652174,0.751677852,0.722580645,0.000520833,1683,,,,
Perceptron,40,0.602373887,0.530612245,0.872483221,0.659898477,0.000520833,1683,,,,
RandomForestClassifier,40,0.851632047,0.866666667,0.785234899,0.823943662,0.002604167,1683,,,,
GaussianNB,40,0.732937685,0.709219858,0.67114094,0.689655172,0.002864583,1683,,,,
AdaBoostClassifier,40,0.857566766,0.885496183,0.77852349,0.828571429,0.003645833,1683,,,,
MLPClassifier,40,0.869436202,0.862068966,0.838926174,0.850340136,0.047135417,1683,,,,
gradient_boosti,40,0.851632047,0.866666667,0.785234899,0.823943662,0.231770833,1683,,,,
GradientBoostingClassifier,40,0.854599407,0.867647059,0.791946309,0.828070175,0.265104167,1683,,,,
SVC,40,0.771513353,0.78125,0.67114094,0.722021661,0.0015625,1683,,,,
DecisionTreeClassifier,40,0.845697329,0.859259259,0.77852349,0.816901408,0.002083333,1683,,,,
LogisticRegression,40,0.744807122,0.695652174,0.751677852,0.722580645,0.00078125,1683,,,,
Perceptron,40,0.602373887,0.530612245,0.872483221,0.659898477,0.000260417,1683,,,,
RandomForestClassifier,40,0.863501484,0.893129771,0.785234899,0.835714286,0.002864583,1683,,,,
GaussianNB,40,0.732937685,0.709219858,0.67114094,0.689655172,0.002604167,1683,,,,
AdaBoostClassifier,40,0.857566766,0.885496183,0.77852349,0.828571429,0.003645833,1683,,,,
MLPClassifier,40,0.884272997,0.881944444,0.852348993,0.866894198,0.0265625,1683,,,,
gradient_boosti,40,0.851632047,0.866666667,0.785234899,0.823943662,0.190104167,1683,,,,
GradientBoostingClassifier,40,0.854599407,0.867647059,0.791946309,0.828070175,0.246354167,1683,,,,
SVC,40,0.771513353,0.78125,0.67114094,0.722021661,0.0015625,1683,,,,
DecisionTreeClassifier,40,0.851632047,0.861313869,0.791946309,0.825174825,0.001822917,1683,,,,
LogisticRegression,40,0.744807122,0.695652174,0.751677852,0.722580645,0.000520833,1683,,,,
Perceptron,40,0.602373887,0.530612245,0.872483221,0.659898477,0.000520833,1683,,,,
RandomForestClassifier,40,0.863501484,0.881481481,0.798657718,0.838028169,0.003385417,1683,,,,
GaussianNB,40,0.732937685,0.709219858,0.67114094,0.689655172,0.002864583,1683,,,,
AdaBoostClassifier,40,0.857566766,0.885496183,0.77852349,0.828571429,0.003645833,1683,,,,
MLPClassifier,40,0.881305638,0.860927152,0.872483221,0.866666667,0.054947917,1683,,,,
gradient_boosti,40,0.851632047,0.866666667,0.785234899,0.823943662,0.18359375,1683,,,,
GradientBoostingClassifier,40,0.854599407,0.867647059,0.791946309,0.828070175,0.219010417,1683,,,,
SVC,20,0.727002967,0.723214286,0.570422535,0.637795276,0.001822917,1683,,,,
DecisionTreeClassifier,20,0.860534125,0.86259542,0.795774648,0.827838828,0.002083333,1683,,,,
LogisticRegression,20,0.694362018,0.622641509,0.697183099,0.657807309,0.000260417,1683,,,,
Perceptron,20,0.691394659,0.697916667,0.471830986,0.56302521,0.000520833,1683,,,,
RandomForestClassifier,20,0.863501484,0.893442623,0.767605634,0.825757576,0.00234375,1683,,,,
GaussianNB,20,0.71810089,0.676691729,0.633802817,0.654545455,0.00234375,1683,,,,
AdaBoostClassifier,20,0.798219585,0.768115942,0.746478873,0.757142857,0.00234375,1683,,,,
MLPClassifier,20,0.860534125,0.857142857,0.802816901,0.829090909,0.043229167,1683,,,,
gradient_boosti,20,0.863501484,0.913793103,0.746478873,0.821705426,0.203645833,1683,,,,
GradientBoostingClassifier,20,0.824925816,0.826771654,0.73943662,0.780669145,0.218489583,1683,,,,
SVC,20,0.727002967,0.723214286,0.570422535,0.637795276,0.0015625,1683,,,,
DecisionTreeClassifier,20,0.851632047,0.843283582,0.795774648,0.81884058,0.001822917,1683,,,,
LogisticRegression,20,0.694362018,0.622641509,0.697183099,0.657807309,0.000520833,1683,,,,
Perceptron,20,0.691394659,0.697916667,0.471830986,0.56302521,0.000520833,1683,,,,
RandomForestClassifier,20,0.851632047,0.870967742,0.76056338,0.812030075,0.002083333,1683,,,,
GaussianNB,20,0.71810089,0.676691729,0.633802817,0.654545455,0.002083333,1683,,,,
AdaBoostClassifier,20,0.798219585,0.768115942,0.746478873,0.757142857,0.002604167,1683,,,,
MLPClassifier,20,0.857566766,0.8671875,0.781690141,0.822222222,0.052864583,1683,,,,
gradient_boosti,20,0.863501484,0.913793103,0.746478873,0.821705426,0.2078125,1683,,,,
GradientBoostingClassifier,20,0.824925816,0.826771654,0.73943662,0.780669145,0.205208333,1683,,,,
SVC,20,0.727002967,0.723214286,0.570422535,0.637795276,0.0015625,1683,,,,
DecisionTreeClassifier,20,0.860534125,0.868217054,0.788732394,0.826568266,0.00234375,1683,,,,
LogisticRegression,20,0.694362018,0.622641509,0.697183099,0.657807309,0.000260417,1683,,,,
Perceptron,20,0.691394659,0.697916667,0.471830986,0.56302521,0.000260417,1683,,,,
RandomForestClassifier,20,0.860534125,0.874015748,0.781690141,0.82527881,0.002604167,1683,,,,
GaussianNB,20,0.71810089,0.676691729,0.633802817,0.654545455,0.001822917,1683,,,,
AdaBoostClassifier,20,0.798219585,0.768115942,0.746478873,0.757142857,0.00234375,1683,,,,
MLPClassifier,20,0.863501484,0.869230769,0.795774648,0.830882353,0.054947917,1683,,,,
gradient_boosti,20,0.863501484,0.913793103,0.746478873,0.821705426,0.19609375,1683,,,,
GradientBoostingClassifier,20,0.824925816,0.826771654,0.73943662,0.780669145,0.18984375,1683,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Evaluation,,,,,,,,,,,
SVC,91,0.852852853,0.781021898,0.849206349,0.813688213,0.002083333,1662,,,,
DecisionTreeClassifier,91,0.912912913,0.870229008,0.904761905,0.887159533,0.00078125,1662,,,,
LogisticRegression,91,0.84984985,0.746753247,0.912698413,0.821428571,0.000260417,1662,,,,
Perceptron,91,0.831831832,0.721518987,0.904761905,0.802816901,0,1662,,,,
RandomForestClassifier,91,0.927927928,0.911290323,0.896825397,0.904,0.003125,1662,,,,
GaussianNB,91,0.678678679,0.551351351,0.80952381,0.655948553,0,1662,,,,
AdaBoostClassifier,91,0.912912913,0.870229008,0.904761905,0.887159533,0.006510417,1662,,,,
MLPClassifier,91,0.897897898,0.843283582,0.896825397,0.869230769,0.026041667,1662,,,,
gradient_boosti,91,0.924924925,0.904,0.896825397,0.900398406,0.306510417,1662,,,,
GradientBoostingClassifier,91,0.912912913,0.870229008,0.904761905,0.887159533,0.005208333,1662,,,,
SVC,91,0.852852853,0.781021898,0.849206349,0.813688213,0.002083333,1662,,,,
DecisionTreeClassifier,91,0.915915916,0.876923077,0.904761905,0.890625,0.000520833,1662,,,,
LogisticRegression,91,0.84984985,0.746753247,0.912698413,0.821428571,0.001041667,1662,,,,
Perceptron,91,0.831831832,0.721518987,0.904761905,0.802816901,0,1662,,,,
RandomForestClassifier,91,0.930930931,0.918699187,0.896825397,0.907630522,0.003125,1662,,,,
GaussianNB,91,0.678678679,0.551351351,0.80952381,0.655948553,0,1662,,,,
AdaBoostClassifier,91,0.912912913,0.870229008,0.904761905,0.887159533,0.006510417,1662,,,,
MLPClassifier,91,0.891891892,0.830882353,0.896825397,0.86259542,0.037239583,1662,,,,
gradient_boosti,91,0.924924925,0.904,0.896825397,0.900398406,0.242447917,1662,,,,
GradientBoostingClassifier,91,0.912912913,0.870229008,0.904761905,0.887159533,0.005208333,1662,,,,
SVC,91,0.852852853,0.781021898,0.849206349,0.813688213,0.00234375,1662,,,,
DecisionTreeClassifier,91,0.90990991,0.863636364,0.904761905,0.88372093,0.000260417,1662,,,,
LogisticRegression,91,0.84984985,0.746753247,0.912698413,0.821428571,0.000260417,1662,,,,
Perceptron,91,0.831831832,0.721518987,0.904761905,0.802816901,0,1662,,,,
RandomForestClassifier,91,0.927927928,0.911290323,0.896825397,0.904,0.003125,1662,,,,
GaussianNB,91,0.678678679,0.551351351,0.80952381,0.655948553,0,1662,,,,
AdaBoostClassifier,91,0.912912913,0.870229008,0.904761905,0.887159533,0.007291667,1662,,,,
MLPClassifier,91,0.888888889,0.824817518,0.896825397,0.859315589,0.048697917,1662,,,,
gradient_boosti,91,0.924924925,0.904,0.896825397,0.900398406,0.28671875,1662,,,,
GradientBoostingClassifier,91,0.912912913,0.870229008,0.904761905,0.887159533,0.005208333,1662,,,,
SVC,80,0.828828829,0.831858407,0.712121212,0.767346939,0.002083333,1662,,,,
DecisionTreeClassifier,80,0.927927928,0.915384615,0.901515152,0.908396947,0.000260417,1662,,,,
LogisticRegression,80,0.771771772,0.697183099,0.75,0.722627737,0.000260417,1662,,,,
Perceptron,80,0.837837838,0.763513514,0.856060606,0.807142857,0,1662,,,,
RandomForestClassifier,80,0.945945946,0.952380952,0.909090909,0.930232558,0.002864583,1662,,,,
GaussianNB,80,0.603603604,0.5,0.689393939,0.579617834,0,1662,,,,
AdaBoostClassifier,80,0.930930931,0.916030534,0.909090909,0.912547529,0.005989583,1662,,,,
MLPClassifier,80,0.93993994,0.917910448,0.931818182,0.92481203,0.030208333,1662,,,,
gradient_boosti,80,0.873873874,0.916666667,0.75,0.825,0.26171875,1662,,,,
GradientBoostingClassifier,80,0.897897898,0.860294118,0.886363636,0.873134328,0.0046875,1662,,,,
SVC,80,0.828828829,0.831858407,0.712121212,0.767346939,0.001822917,1662,,,,
DecisionTreeClassifier,80,0.930930931,0.916030534,0.909090909,0.912547529,0.000260417,1662,,,,
LogisticRegression,80,0.771771772,0.697183099,0.75,0.722627737,0.000260417,1662,,,,
Perceptron,80,0.837837838,0.763513514,0.856060606,0.807142857,0,1662,,,,
RandomForestClassifier,80,0.936936937,0.930232558,0.909090909,0.91954023,0.002864583,1662,,,,
GaussianNB,80,0.603603604,0.5,0.689393939,0.579617834,0.000260417,1662,,,,
AdaBoostClassifier,80,0.930930931,0.916030534,0.909090909,0.912547529,0.005729167,1662,,,,
MLPClassifier,80,0.918918919,0.867132867,0.939393939,0.901818182,0.0234375,1662,,,,
gradient_boosti,80,0.873873874,0.916666667,0.75,0.825,0.24765625,1662,,,,
GradientBoostingClassifier,80,0.897897898,0.860294118,0.886363636,0.873134328,0.0046875,1662,,,,
SVC,80,0.828828829,0.831858407,0.712121212,0.767346939,0.001822917,1662,,,,
DecisionTreeClassifier,80,0.945945946,0.952380952,0.909090909,0.930232558,0.000260417,1662,,,,
LogisticRegression,80,0.771771772,0.697183099,0.75,0.722627737,0.000260417,1662,,,,
Perceptron,80,0.837837838,0.763513514,0.856060606,0.807142857,0,1662,,,,
RandomForestClassifier,80,0.936936937,0.930232558,0.909090909,0.91954023,0.002864583,1662,,,,
GaussianNB,80,0.603603604,0.5,0.689393939,0.579617834,0,1662,,,,
AdaBoostClassifier,80,0.930930931,0.916030534,0.909090909,0.912547529,0.005989583,1662,,,,
MLPClassifier,80,0.930930931,0.892086331,0.939393939,0.915129151,0.05234375,1662,,,,
gradient_boosti,80,0.873873874,0.916666667,0.75,0.825,0.228645833,1662,,,,
GradientBoostingClassifier,80,0.897897898,0.860294118,0.886363636,0.873134328,0.004427083,1662,,,,
SVC,60,0.84984985,0.81147541,0.785714286,0.798387097,0.001822917,1662,,,,
DecisionTreeClassifier,60,0.927927928,0.904761905,0.904761905,0.904761905,0.000260417,1662,,,,
LogisticRegression,60,0.828828829,0.748201439,0.825396825,0.78490566,0.000260417,1662,,,,
Perceptron,60,0.807807808,0.907894737,0.547619048,0.683168317,0,1662,,,,
RandomForestClassifier,60,0.948948949,0.957983193,0.904761905,0.930612245,0.002864583,1662,,,,
GaussianNB,60,0.813813814,0.762295082,0.738095238,0.75,0,1662,,,,
AdaBoostClassifier,60,0.918918919,0.896,0.888888889,0.892430279,0.0046875,1662,,,,
MLPClassifier,60,0.927927928,0.892307692,0.920634921,0.90625,0.033072917,1662,,,,
gradient_boosti,60,0.948948949,0.950413223,0.912698413,0.931174089,0.214322917,1662,,,,
GradientBoostingClassifier,60,0.921921922,0.896825397,0.896825397,0.896825397,0.003385417,1662,,,,
SVC,60,0.84984985,0.81147541,0.785714286,0.798387097,0.0015625,1662,,,,
DecisionTreeClassifier,60,0.924924925,0.897637795,0.904761905,0.901185771,0.000260417,1662,,,,
LogisticRegression,60,0.828828829,0.748201439,0.825396825,0.78490566,0.000260417,1662,,,,
Perceptron,60,0.807807808,0.907894737,0.547619048,0.683168317,0.000260417,1662,,,,
RandomForestClassifier,60,0.948948949,0.957983193,0.904761905,0.930612245,0.002604167,1662,,,,
GaussianNB,60,0.813813814,0.762295082,0.738095238,0.75,0,1662,,,,
AdaBoostClassifier,60,0.918918919,0.896,0.888888889,0.892430279,0.004427083,1662,,,,
MLPClassifier,60,0.924924925,0.879699248,0.928571429,0.903474903,0.04921875,1662,,,,
gradient_boosti,60,0.948948949,0.950413223,0.912698413,0.931174089,0.191145833,1662,,,,
GradientBoostingClassifier,60,0.921921922,0.896825397,0.896825397,0.896825397,0.003125,1662,,,,
SVC,60,0.84984985,0.81147541,0.785714286,0.798387097,0.0015625,1662,,,,
DecisionTreeClassifier,60,0.933933934,0.919354839,0.904761905,0.912,0.000260417,1662,,,,
LogisticRegression,60,0.828828829,0.748201439,0.825396825,0.78490566,0.000260417,1662,,,,
Perceptron,60,0.807807808,0.907894737,0.547619048,0.683168317,0,1662,,,,
RandomForestClassifier,60,0.951951952,0.966101695,0.904761905,0.93442623,0.002604167,1662,,,,
GaussianNB,60,0.813813814,0.762295082,0.738095238,0.75,0,1662,,,,
AdaBoostClassifier,60,0.918918919,0.896,0.888888889,0.892430279,0.0046875,1662,,,,
MLPClassifier,60,0.930930931,0.899224806,0.920634921,0.909803922,0.020572917,1662,,,,
gradient_boosti,60,0.948948949,0.950413223,0.912698413,0.931174089,0.217708333,1662,,,,
GradientBoostingClassifier,60,0.921921922,0.896825397,0.896825397,0.896825397,0.003385417,1662,,,,
SVC,40,0.831831832,0.776859504,0.764227642,0.770491803,0.0015625,1662,,,,
DecisionTreeClassifier,40,0.912912913,0.935185185,0.821138211,0.874458874,0.000260417,1662,,,,
LogisticRegression,40,0.786786787,0.683098592,0.788617886,0.732075472,0.000260417,1662,,,,
Perceptron,40,0.780780781,0.740384615,0.62601626,0.678414097,0,1662,,,,
RandomForestClassifier,40,0.912912913,0.943396226,0.81300813,0.873362445,0.00234375,1662,,,,
GaussianNB,40,0.843843844,0.844660194,0.707317073,0.769911504,0,1662,,,,
AdaBoostClassifier,40,0.912912913,0.912280702,0.845528455,0.877637131,0.003645833,1662,,,,
MLPClassifier,40,0.891891892,0.871794872,0.829268293,0.85,0.029947917,1662,,,,
gradient_boosti,40,0.918918919,0.921052632,0.853658537,0.886075949,0.22265625,1662,,,,
GradientBoostingClassifier,40,0.900900901,0.881355932,0.845528455,0.863070539,0.00234375,1662,,,,
SVC,40,0.831831832,0.776859504,0.764227642,0.770491803,0.0015625,1662,,,,
DecisionTreeClassifier,40,0.897897898,0.886956522,0.829268293,0.857142857,0.000260417,1662,,,,
LogisticRegression,40,0.786786787,0.683098592,0.788617886,0.732075472,0.000260417,1662,,,,
Perceptron,40,0.780780781,0.740384615,0.62601626,0.678414097,0.000260417,1662,,,,
RandomForestClassifier,40,0.915915916,0.952380952,0.81300813,0.877192982,0.002604167,1662,,,,
GaussianNB,40,0.843843844,0.844660194,0.707317073,0.769911504,0,1662,,,,
AdaBoostClassifier,40,0.912912913,0.912280702,0.845528455,0.877637131,0.003645833,1662,,,,
MLPClassifier,40,0.882882883,0.85,0.829268293,0.839506173,0.033854167,1662,,,,
gradient_boosti,40,0.918918919,0.921052632,0.853658537,0.886075949,0.201302083,1662,,,,
GradientBoostingClassifier,40,0.900900901,0.881355932,0.845528455,0.863070539,0.00234375,1662,,,,
SVC,40,0.831831832,0.776859504,0.764227642,0.770491803,0.0015625,1662,,,,
DecisionTreeClassifier,40,0.906906907,0.910714286,0.829268293,0.868085106,0.000260417,1662,,,,
LogisticRegression,40,0.786786787,0.683098592,0.788617886,0.732075472,0.000260417,1662,,,,
Perceptron,40,0.780780781,0.740384615,0.62601626,0.678414097,0,1662,,,,
RandomForestClassifier,40,0.921921922,0.970873786,0.81300813,0.884955752,0.002604167,1662,,,,
GaussianNB,40,0.843843844,0.844660194,0.707317073,0.769911504,0,1662,,,,
AdaBoostClassifier,40,0.912912913,0.912280702,0.845528455,0.877637131,0.003385417,1662,,,,
MLPClassifier,40,0.897897898,0.87394958,0.845528455,0.859504132,0.024479167,1662,,,,
gradient_boosti,40,0.918918919,0.921052632,0.853658537,0.886075949,0.173958333,1662,,,,
GradientBoostingClassifier,40,0.900900901,0.881355932,0.845528455,0.863070539,0.00234375,1662,,,,
SVC,20,0.762762763,0.752212389,0.625,0.682730924,0.001822917,1662,,,,
DecisionTreeClassifier,20,0.894894895,0.868613139,0.875,0.871794872,0,1662,,,,
LogisticRegression,20,0.786786787,0.737226277,0.742647059,0.73992674,0.000260417,1662,,,,
Perceptron,20,0.735735736,0.718181818,0.580882353,0.642276423,0,1662,,,,
RandomForestClassifier,20,0.906906907,0.92,0.845588235,0.881226054,0.002083333,1662,,,,
GaussianNB,20,0.795795796,0.798245614,0.669117647,0.728,0,1662,,,,
AdaBoostClassifier,20,0.888888889,0.866666667,0.860294118,0.863468635,0.002604167,1662,,,,
MLPClassifier,20,0.903903904,0.9,0.860294118,0.879699248,0.03828125,1662,,,,
gradient_boosti,20,0.903903904,0.90625,0.852941176,0.878787879,0.177083333,1662,,,,
GradientBoostingClassifier,20,0.894894895,0.904,0.830882353,0.865900383,0.0015625,1662,,,,
SVC,20,0.762762763,0.752212389,0.625,0.682730924,0.0015625,1662,,,,
DecisionTreeClassifier,20,0.891891892,0.862318841,0.875,0.868613139,0.000260417,1662,,,,
LogisticRegression,20,0.786786787,0.737226277,0.742647059,0.73992674,0.000260417,1662,,,,
Perceptron,20,0.735735736,0.718181818,0.580882353,0.642276423,0,1662,,,,
RandomForestClassifier,20,0.90990991,0.927419355,0.845588235,0.884615385,0.002083333,1662,,,,
GaussianNB,20,0.795795796,0.798245614,0.669117647,0.728,0,1662,,,,
AdaBoostClassifier,20,0.888888889,0.866666667,0.860294118,0.863468635,0.002604167,1662,,,,
MLPClassifier,20,0.903903904,0.9,0.860294118,0.879699248,0.043489583,1662,,,,
gradient_boosti,20,0.903903904,0.90625,0.852941176,0.878787879,0.161979167,1662,,,,
GradientBoostingClassifier,20,0.894894895,0.904,0.830882353,0.865900383,0.001302083,1662,,,,
SVC,20,0.762762763,0.752212389,0.625,0.682730924,0.002083333,1662,,,,
DecisionTreeClassifier,20,0.885885886,0.855072464,0.867647059,0.861313869,0.000260417,1662,,,,
LogisticRegression,20,0.786786787,0.737226277,0.742647059,0.73992674,0.000260417,1662,,,,
Perceptron,20,0.735735736,0.718181818,0.580882353,0.642276423,0.000520833,1662,,,,
RandomForestClassifier,20,0.912912913,0.93495935,0.845588235,0.888030888,0.001822917,1662,,,,
GaussianNB,20,0.795795796,0.798245614,0.669117647,0.728,0,1662,,,,
