,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91
10,-0.071711235,-0.011178976,0.06553714,0.006641336,0.014117219,-0.052975055,0.054901678,-0.044777997,-0.0005809963,0.09090398,0.0016110465,0.07082785,0.0033974387,-0.06404021,-0.08222704,0.024875447,-0.030317402,-0.010250198,-0.014111673,-0.11198407,0.0110179335,-0.04200811,-0.0072461385,-0.09463246,0.04775166,-0.06660975,0.016095446,-0.03563786,0.0008149259,-0.05118078,-0.06462302,0.00337773,-0.03938385,-0.005062308,-0.09162983,0.03388149,0.04648317,0.076600514,0.07356245,0.03761452,0.028581232,-0.11043278,-0.118254416,-0.12163521,0.044910967,-0.061184496,-0.05993793,-0.0051911026,-0.08688393,0.07700598,0.149697,-0.0088848565,-0.0038379952,0.05951499,0.0038283207,-0.04343393,0.03151174,-0.0532586,-0.023094822,-0.080730304,0.052271668,0.047914155,-0.037191678,-0.06648326,0.024922354,0.040892355,0.1440134,0.09804991,-0.02705789,-0.0014397316,-0.06271628,0.019485839,-0.06830901,-0.07864909,0.07356245,-0.13090059,-0.009508675,0.005184192,0.053922035,0.029712452,0.0049420362,0.07351315,-0.116775915,-0.014193907,-0.101069,0.0065135546,-0.067891814,0.013989928,-0.06364332,0.032539755,0.08425425,0.0
11,0.045048192,0.08491517,0.05841949,0.20379177,0.11753806,0.044277832,0.007792767,0.024091717,-0.07582241,0.14413439,0.25541103,0.11385442,0.11407611,0.12279546,0.19873387,0.034007818,0.10129771,0.04132504,0.029407732,0.103281304,0.12656793,-0.011580605,0.20625065,0.0495504,0.09887509,-0.010355852,0.06678363,0.052850578,0.1293195,0.14123324,0.11080582,0.19937895,-0.0050294288,-0.041086543,0.24227981,0.10665202,0.20695236,0.050427236,0.07575626,0.08507789,0.13145633,0.0724795,0.010106422,0.09835242,0.16291678,0.13159838,0.1602045,0.107205816,0.13070408,0.04749555,0.02758523,-0.14993373,0.07784931,0.25116372,0.050140508,0.105340995,0.21161465,0.20892566,0.017670712,0.00065493584,0.1425226,-0.035609715,0.068261385,0.006458435,0.11998422,0.113516085,0.07989098,0.06834142,0.0671358,-0.00012492761,0.0820753,0.06321427,0.16681208,0.13351044,0.07575626,-0.053255036,0.1717132,0.22299768,0.023287095,0.09141786,0.0660407,0.08076443,-0.025767077,-0.025751902,0.10648778,0.14804284,-0.075118124,0.21814783,0.09740487,0.22017528,0.17144758,0.0
12,-0.087393135,-0.002630001,-0.12504801,-0.044198494,-0.0038978513,0.0014251806,-0.06693001,0.058658034,0.06621841,-0.04586152,0.019117415,0.04458843,0.05126133,0.015394159,-0.003524145,0.0059865573,-0.006366931,-0.07111322,0.08552606,0.10164269,0.06233255,0.05015441,-0.015183888,-0.036883876,0.020939423,0.052456062,-0.039154097,0.0017617578,-0.036136273,0.004562091,0.024020746,0.04532063,-0.013937749,-0.043947056,0.007267395,-0.03496481,0.029488418,-0.1063498,-0.04575702,-0.054093804,-0.09649386,0.00552377,0.08396787,0.16801631,-0.10687956,-0.07962644,-0.07490767,0.0027386202,0.12240756,-0.014664296,-0.022989843,0.0020569013,-0.07685584,-0.12597045,-0.1194753,-0.050237082,-0.0637192,0.08248359,0.05154878,-0.062846065,-0.0009930301,-0.049066547,-0.097944096,0.02979305,-0.13954982,-0.042445913,-0.09544781,-0.079434656,-0.013628947,-0.025812667,0.0670928,-0.09586713,-0.033092637,-0.07008711,-0.04575702,-0.027113758,-0.01491083,-0.052601267,-0.04724887,-0.040580466,-0.14353615,-0.087388024,0.12354861,-0.024005372,-0.0682115,-0.07995942,0.036689464,-0.08770001,0.035364967,-0.0036229314,-0.03978554,0.0
13,0.23935048,0.27493307,0.30506754,0.17241801,0.039262388,0.2409544,0.24537556,0.09236299,0.062259894,0.1943672,0.25275713,0.038856693,0.18867256,0.40617567,0.10394198,0.1916442,0.21845396,0.15208864,0.21260573,0.16668093,0.1643952,0.076805055,0.20698729,0.22845599,0.24695958,0.240739,0.24230826,0.19162604,0.28653568,0.1992451,0.11352865,0.19798571,0.18773535,0.19615108,0.16934383,-0.03808511,0.104994915,0.3276013,0.27534133,0.13375519,0.25131395,0.190849,0.07018436,0.03896136,0.42757994,0.24302448,0.26652247,0.0360872,0.11234838,0.2969845,0.29319766,-0.0458414,0.19066545,0.42669412,0.38746214,0.12703231,0.25611657,0.19226874,0.21368316,0.21610315,0.36226198,0.1243304,0.2520931,0.2410983,0.25390604,0.3192343,0.173514,0.08934309,0.19549954,0.2543916,0.11414744,0.37537703,0.2702984,0.19885729,0.27534133,0.1747988,0.17377721,0.07262673,0.23928449,0.38089508,0.4285459,0.22861627,0.060813136,0.029720306,0.21678762,0.21786031,0.10203561,0.24385525,0.033048943,0.19481277,0.1994558,0.0
14,0.36004022,0.31247842,0.34455594,0.10349337,0.2405959,0.296934,0.24717112,0.107198656,0.100968406,0.47208643,0.43649715,0.15962717,0.40276086,0.41462538,0.19552082,0.29845414,0.3213647,0.15547077,0.15110336,0.25703084,0.111894906,0.09350851,0.33483976,0.13448113,0.33425334,0.31757745,0.37761733,0.26253235,0.3453542,0.30015248,0.26976562,0.35768116,0.3208974,0.08489408,0.30681622,0.1942099,0.2679575,0.36974555,0.42151135,0.2683839,0.2685239,0.2771554,0.18268244,0.12559049,0.3523878,0.37357408,0.31822252,0.23469818,0.24013677,0.29083282,0.3099743,-0.0641602,0.3391641,0.3939887,0.4436767,0.3045084,0.4128892,0.36219415,0.18337348,0.2749339,0.46100157,0.12563948,0.41494036,0.35933173,0.43665373,0.4308892,0.2888702,0.16884866,0.27174452,0.25512475,0.051370595,0.32429197,0.39578825,0.3550788,0.42151135,0.21324876,0.39384902,0.2776051,0.27659586,0.39202762,0.34872085,0.24106386,0.029432667,0.07732894,0.099836946,0.24651083,0.1306144,0.414747,0.0315973,0.27644444,0.18804766,0.0
15,-0.071711235,-0.011178976,0.06553714,0.006641336,0.014117219,-0.052975055,0.054901678,-0.044777997,-0.0005809963,0.09090398,0.0016110465,0.07082785,0.0033974387,-0.06404021,-0.08222704,0.024875447,-0.030317402,-0.010250198,-0.014111673,-0.11198407,0.0110179335,-0.04200811,-0.0072461385,-0.09463246,0.04775166,-0.06660975,0.016095446,-0.03563786,0.0008149259,-0.05118078,-0.06462302,0.00337773,-0.03938385,-0.005062308,-0.09162983,0.03388149,0.04648317,0.076600514,0.07356245,0.03761452,0.028581232,-0.11043278,-0.118254416,-0.12163521,0.044910967,-0.061184496,-0.05993793,-0.0051911026,-0.08688393,0.07700598,0.149697,-0.0088848565,-0.0038379952,0.05951499,0.0038283207,-0.04343393,0.03151174,-0.0532586,-0.023094822,-0.080730304,0.052271668,0.047914155,-0.037191678,-0.06648326,0.024922354,0.040892355,0.1440134,0.09804991,-0.02705789,-0.0014397316,-0.06271628,0.019485839,-0.06830901,-0.07864909,0.07356245,-0.13090059,-0.009508675,0.005184192,0.053922035,0.029712452,0.0049420362,0.07351315,-0.116775915,-0.014193907,-0.101069,0.0065135546,-0.067891814,0.013989928,-0.06364332,0.032539755,0.08425425,0.0
16,0.067606755,0.041519865,0.1356877,0.020679275,0.106594995,0.001864355,0.1145642,0.009325378,-0.014554011,0.26532537,0.27004272,0.09091132,0.1313448,0.14804634,-0.045041624,0.12452152,0.1518019,0.09001851,-0.040994525,-0.02648443,-0.062377512,0.043470107,0.05091868,0.038648803,0.13434777,0.044300586,0.20717603,-0.009262241,0.07955688,0.14300469,0.089376256,0.17509776,0.021877857,-0.029084286,0.079799235,0.02022367,0.14955518,0.11627809,0.1791663,0.10105043,0.033655275,-0.010228924,-0.00048850477,0.04829638,0.15379032,0.10952608,0.016740223,0.08317459,0.02164321,0.13083225,0.1657163,-0.103992894,0.16043481,0.24075097,0.084908925,0.14378612,0.08475279,0.10407099,0.042541485,0.013642518,0.2056989,0.070574775,0.122473225,0.12199113,0.11147994,0.013230532,0.15040109,0.17331243,0.048828546,0.041921508,-0.054509852,0.14369376,0.037455715,0.08083539,0.1791663,-0.04462418,0.08950736,0.14273492,0.07409065,0.16342877,0.18337841,0.18684083,-0.15190974,-0.038139097,-0.010639837,0.08912389,-0.046124965,0.14821047,-0.071977295,0.19245815,0.2460651,0.0
17,0.067606755,0.041519865,0.1356877,0.020679275,0.106594995,0.001864355,0.1145642,0.009325378,-0.014554011,0.26532537,0.27004272,0.09091132,0.1313448,0.14804634,-0.045041624,0.12452152,0.1518019,0.09001851,-0.040994525,-0.02648443,-0.062377512,0.043470107,0.05091868,0.038648803,0.13434777,0.044300586,0.20717603,-0.009262241,0.07955688,0.14300469,0.089376256,0.17509776,0.021877857,-0.029084286,0.079799235,0.02022367,0.14955518,0.11627809,0.1791663,0.10105043,0.033655275,-0.010228924,-0.00048850477,0.04829638,0.15379032,0.10952608,0.016740223,0.08317459,0.02164321,0.13083225,0.1657163,-0.103992894,0.16043481,0.24075097,0.084908925,0.14378612,0.08475279,0.10407099,0.042541485,0.013642518,0.2056989,0.070574775,0.122473225,0.12199113,0.11147994,0.013230532,0.15040109,0.17331243,0.048828546,0.041921508,-0.054509852,0.14369376,0.037455715,0.08083539,0.1791663,-0.04462418,0.08950736,0.14273492,0.07409065,0.16342877,0.18337841,0.18684083,-0.15190974,-0.038139097,-0.010639837,0.08912389,-0.046124965,0.14821047,-0.071977295,0.19245815,0.2460651,0.0
18,-0.087393135,-0.002630001,-0.12504801,-0.044198494,-0.0038978513,0.0014251806,-0.06693001,0.058658034,0.06621841,-0.04586152,0.019117415,0.04458843,0.05126133,0.015394159,-0.003524145,0.0059865573,-0.006366931,-0.07111322,0.08552606,0.10164269,0.06233255,0.05015441,-0.015183888,-0.036883876,0.020939423,0.052456062,-0.039154097,0.0017617578,-0.036136273,0.004562091,0.024020746,0.04532063,-0.013937749,-0.043947056,0.007267395,-0.03496481,0.029488418,-0.1063498,-0.04575702,-0.054093804,-0.09649386,0.00552377,0.08396787,0.16801631,-0.10687956,-0.07962644,-0.07490767,0.0027386202,0.12240756,-0.014664296,-0.022989843,0.0020569013,-0.07685584,-0.12597045,-0.1194753,-0.050237082,-0.0637192,0.08248359,0.05154878,-0.062846065,-0.0009930301,-0.049066547,-0.097944096,0.02979305,-0.13954982,-0.042445913,-0.09544781,-0.079434656,-0.013628947,-0.025812667,0.0670928,-0.09586713,-0.033092637,-0.07008711,-0.04575702,-0.027113758,-0.01491083,-0.052601267,-0.04724887,-0.040580466,-0.14353615,-0.087388024,0.12354861,-0.024005372,-0.0682115,-0.07995942,0.036689464,-0.08770001,0.035364967,-0.0036229314,-0.03978554,0.0
19,-0.087393135,-0.002630001,-0.12504801,-0.044198494,-0.0038978513,0.0014251806,-0.06693001,0.058658034,0.06621841,-0.04586152,0.019117415,0.04458843,0.05126133,0.015394159,-0.003524145,0.0059865573,-0.006366931,-0.07111322,0.08552606,0.10164269,0.06233255,0.05015441,-0.015183888,-0.036883876,0.020939423,0.052456062,-0.039154097,0.0017617578,-0.036136273,0.004562091,0.024020746,0.04532063,-0.013937749,-0.043947056,0.007267395,-0.03496481,0.029488418,-0.1063498,-0.04575702,-0.054093804,-0.09649386,0.00552377,0.08396787,0.16801631,-0.10687956,-0.07962644,-0.07490767,0.0027386202,0.12240756,-0.014664296,-0.022989843,0.0020569013,-0.07685584,-0.12597045,-0.1194753,-0.050237082,-0.0637192,0.08248359,0.05154878,-0.062846065,-0.0009930301,-0.049066547,-0.097944096,0.02979305,-0.13954982,-0.042445913,-0.09544781,-0.079434656,-0.013628947,-0.025812667,0.0670928,-0.09586713,-0.033092637,-0.07008711,-0.04575702,-0.027113758,-0.01491083,-0.052601267,-0.04724887,-0.040580466,-0.14353615,-0.087388024,0.12354861,-0.024005372,-0.0682115,-0.07995942,0.036689464,-0.08770001,0.035364967,-0.0036229314,-0.03978554,0.0
20,0.15987648,0.007974923,-0.07414257,0.00884993,-0.020404857,0.11536609,0.010245443,0.013751814,0.069198035,-0.031489696,0.008697115,0.05081115,0.15812834,0.073878914,0.6322385,0.08355984,0.14186728,0.08431317,-0.0330526,-0.032261055,0.0063807853,0.035428748,0.16086711,0.033258237,0.08093585,0.012040652,0.12436223,0.36173686,-0.018316455,-0.051378183,0.043933056,0.0057948604,-0.009148199,0.11887001,0.13471699,-0.017909456,-0.0630763,0.05431434,0.008359291,-0.016774997,-0.07659863,0.15158994,0.12809211,0.1804372,0.06974106,0.005788941,0.058994886,-0.02597181,-0.0411505,0.015769906,0.05427234,0.038772948,0.12512702,0.08180778,0.041764792,0.009913575,-0.02166456,0.11753808,0.07257679,-0.04420501,0.13132542,0.0377864,0.12974797,0.007968035,0.07468484,0.10687144,-0.09339525,-0.056676265,-0.021582372,-0.095728025,0.3155987,0.26160252,0.12657388,-0.012972388,0.008359291,0.025308724,0.06311445,0.059788577,-0.029243916,0.003297845,-0.029951114,0.07140617,0.2626251,0.105763935,0.05356837,0.17961168,0.026165076,-0.049732685,0.038548604,0.089668594,-0.0012480132,0.0
21,0.16168287,0.28276074,0.19007094,0.14496388,0.18524441,0.13998534,0.12717642,0.14534861,-0.07333895,0.2673111,0.34464854,0.16339785,0.22005916,0.33090127,0.026144177,0.2384976,0.25024632,0.23200703,0.086504266,0.24418557,0.031157605,0.14907172,0.13706417,0.09184033,0.14704879,0.2124547,0.18072054,0.112895906,0.11539526,0.24445836,0.13759324,0.31476802,0.17873542,0.07227309,0.3460118,0.15361395,0.18027982,0.12382254,0.26992306,0.28398383,0.12643796,0.087068215,0.04230512,0.1767507,0.3151728,0.19807786,0.1930749,0.16764402,0.19893216,0.09431611,0.083763845,-0.017055295,0.13599345,0.30937132,0.15900792,0.09713976,0.23298125,0.17717147,0.08429141,0.3261487,0.2796109,-0.034071155,0.27806723,0.2346522,0.25162044,0.22909854,0.23214164,0.118061945,0.15785767,0.073236495,0.044837598,0.19436616,0.2751684,0.1601585,0.26992306,0.13215722,0.20584026,0.1775499,0.23401606,0.28086945,0.18875875,0.18278256,-0.0120041,-0.03757365,0.07311317,0.23943481,0.022428416,0.31630385,-0.026687276,0.13956892,0.086511716,0.0
22,-0.1246534,-0.06057303,-0.06371675,-0.07669097,0.031812128,-0.1543887,-0.09657101,-0.06688374,0.02494517,0.06785684,0.055391073,-0.08287361,0.013360217,-0.032602847,-0.062404864,-0.021855127,0.019891087,-0.048285354,-0.07204605,-0.03766048,-0.13759707,-0.06873899,-0.030786462,0.03209706,-0.044262126,0.09342049,-0.0636826,-0.11146944,-0.08281538,0.0022922307,-0.02953251,-0.015498161,-0.111132696,-0.00862707,-0.089062765,-0.04591294,0.03334867,-0.07578428,-0.10279586,0.10307945,-0.08301723,-0.11869354,-0.038568903,-0.009005794,0.00083136745,-0.039362773,-0.10041679,0.013760336,-0.021164019,-0.030966442,-0.01792194,-0.048375558,0.010391343,-0.036858935,-0.07806273,0.026946023,-0.10905923,0.020408355,-0.06983534,-0.09013185,-0.015744857,0.0023327395,-0.07883683,-0.021301433,-0.042589158,-0.01725559,0.0123015195,-0.0012848936,-0.019995414,-0.038836345,-0.06445266,-0.0053182915,-0.1512197,-0.08085348,-0.10279586,0.00839939,-0.01431945,-0.053536862,0.005494319,-0.0068361647,0.010573212,0.054021787,-0.103276044,-0.071107626,-0.054004468,-0.013173003,-0.07863538,0.02562856,-0.08797088,0.046832323,0.06412983,0.0
